,Price,Sqtft,Location,NoofBedrooms,SwimmingPool,JoggingTrack,RainWaterHarvesting,CarParking
15933,6636000,1031,Korattur,2,0,0,0,0
15934,6259000,963,Korattur,2,0,0,0,0
15935,6259000,963,Korattur,2,0,0,0,0
15936,6396000,984,Korattur,2,0,0,0,0
15937,6389000,983,Korattur,2,0,0,0,0
15938,6396000,984,Anna Nagar,2,0,0,0,0
15939,5400000,840,tambaram west,2,0,0,0,0
15940,5050000,840,tambaram west,2,0,0,0,0
15941,3800000,550,Chromepet,1,0,0,0,0
15942,4934000,999,Moolacheri,2,1,1,1,1
15943,3400000,603,Moolacheri,2,1,1,1,1
15944,5800000,1152,Moolacheri,2,1,1,1,1
15945,3143000,603,Moolacheri,1,1,1,1,1
15946,3200000,612,Moolacheri,1,1,1,1,1
15947,4020000,804,Pammal,2,0,0,0,0
15948,4750000,950,Pammal,3,0,0,0,0
15949,4455000,891,Pammal,2,0,0,0,0
15950,3020000,604,Pammal,1,0,0,0,0
15951,4285000,857,Pammal,2,0,0,0,0
15952,3865000,773,Pammal,2,0,0,0,0
15953,5025000,1005,Pammal,3,0,0,0,0
15954,4250000,850,Pammal,2,0,0,0,0
15955,6265000,895,Tambaram Sanatoruim,2,0,0,0,0
15956,5070000,845,tambaram west,2,0,0,0,0
15957,5850000,975,tambaram west,2,0,0,0,0
15958,3000000,550,Irumbuliyur,1,0,0,0,0
15959,3510000,900,Poonamallee,2,0,0,0,0
15960,3627000,930,Poonamallee,2,0,0,0,0
15961,3510000,900,Poonamallee,2,0,0,0,0
15962,2750000,550,Irumbuliyur,1,0,0,0,0
15963,2850000,550,tambaram west,1,0,0,0,0
15964,6600000,900,Chromepet,2,0,0,0,0
15965,6948000,1069,Anna Nagar,2,0,0,0,0
15966,6461000,994,Anna Nagar,2,0,0,0,0
15967,6389000,983,Anna Nagar,2,0,0,0,0
15968,6396000,984,Anna Nagar,2,0,0,0,0
15969,6461000,994,Anna Nagar,2,0,0,0,0
15970,6461000,994,Anna Nagar,2,0,0,0,0
15971,6461000,994,Anna Nagar,2,0,0,0,0
15972,6389000,983,Anna Nagar,2,0,0,0,0
15973,6389000,983,Annanagar West,2,0,0,0,0
15974,6396000,984,Anna Nagar,2,0,0,0,0
15975,6461000,994,Anna Nagar,2,0,0,0,0
15976,3400000,1062,Kelambakkam,3,1,1,1,1
15977,4831000,880,tambaram west,2,0,0,0,0
15978,9548000,1469,Kolathur,3,0,1,1,0
15979,6396000,984,Kolathur,2,0,1,1,0
15980,9158000,1409,Kolathur,3,0,1,1,0
15981,6389000,983,Kolathur,2,0,1,1,0
15982,6831000,1051,Kolathur,2,0,1,1,0
15983,6636000,1021,Kolathur,2,0,1,1,0
15984,6461000,994,Kolathur,2,0,1,1,0
15985,6565000,1010,Kolathur,2,0,1,1,0
15986,8222000,1265,Kolathur,3,0,1,1,0
15987,6948000,1069,Kolathur,2,0,1,1,0
15988,6259000,963,Kolathur,2,0,1,1,0
15989,3229000,897,tambaram west,2,0,0,0,0
15990,4000000,900,Thirumullaivoyal,2,0,0,0,0
15991,8222000,1265,Korattur,3,0,0,0,0
15992,6389000,983,Korattur,2,0,0,0,0
15993,6396000,984,Korattur,2,0,0,0,0
15994,6948000,1069,Korattur,2,0,0,0,0
15995,9158000,1409,Korattur,3,0,0,0,0
15996,6396000,984,Korattur,2,0,0,0,0
15997,6389000,983,Korattur,2,0,0,0,0
15998,9548000,1469,Korattur,3,0,0,0,0
15999,6389000,983,Korattur,2,0,0,0,0
16000,6396000,984,Korattur,2,0,0,0,0
16001,9548000,1469,Korattur,3,0,0,0,0
16002,6565000,1010,Korattur,2,0,0,0,0
16003,9158000,1409,Korattur,3,0,0,0,0
16004,6259000,963,Korattur,2,0,0,0,0
16005,6636000,1021,Korattur,2,0,0,0,0
16006,6461000,994,Korattur,2,0,0,0,0
16007,9158000,1409,Korattur,3,0,0,0,0
16008,9548000,1469,Korattur,3,0,0,0,0
16009,8222000,1265,Korattur,3,0,0,0,0
16010,9158000,1409,Korattur,3,0,0,0,0
16011,9548000,1469,Korattur,3,0,0,0,0
16012,8222000,1265,Korattur,3,0,0,0,0
16013,7052000,1085,Velachery,2,0,1,1,0
16014,4000000,600,Iyappanthangal,1,1,1,1,1
16015,8353000,1971,Singaperumal Koil,3,1,1,1,1
16016,7252000,1595,Singaperumal Koil,3,1,1,1,1
16017,11399999,1827,Thoraipakkam OMR,4,0,1,0,0
16018,8037000,1286,Thoraipakkam OMR,2,0,1,0,0
16019,8881000,1421,Thoraipakkam OMR,2,0,1,0,0
16020,9956000,1593,Thoraipakkam OMR,3,0,1,0,0
16021,9550000,1528,Thoraipakkam OMR,3,0,1,0,0
16022,9387000,1951,Sholinganallur,4,0,0,0,0
16023,9400000,1951,Sholinganallur,4,0,0,0,0
16024,6500000,1191,Ayapakkam,3,0,0,0,0
16025,3581000,591,Perambur,1,1,0,0,1
16026,7150000,1180,Perambur,3,1,0,0,1
16027,5793000,956,Perambur,2,1,0,0,1
16028,3981000,657,Perambur,2,1,0,0,1
16029,3581000,591,Perambur,1,1,0,0,1
16030,7150000,1180,Perambur,3,1,0,0,1
16031,5793000,956,Perambur,2,1,0,0,1
16032,3981000,657,Perambur,2,1,0,0,1
16033,4165000,1225,Singaperumal Koil,3,1,1,1,1
16034,4165000,1225,Singaperumal Koil,3,1,1,1,1
16035,3321000,977,Singaperumal Koil,2,1,1,1,1
16036,3321000,977,Singaperumal Koil,2,1,1,1,1
16037,6948999,900,Chromepet,2,0,0,1,1
16038,6912000,895,Chromepet,2,0,0,1,1
16039,6765000,875,Chromepet,2,0,0,1,1
16040,4939000,932,Sholinganallur,2,0,0,1,0
16041,10800000,1671,Thoraipakkam OMR,3,0,0,0,0
16042,8494000,1286,Thoraipakkam OMR,2,0,0,0,0
16043,10100000,1528,Thoraipakkam OMR,3,0,0,0,0
16044,6845000,875,Tambaram Sanatoruim,2,0,0,0,0
16045,2724000,645,Avadi,2,1,1,1,0
16046,4599000,1278,Kelambakkam,2,1,1,1,0
16047,6136000,1705,Kelambakkam,3,1,1,1,0
16048,4394000,1221,Kelambakkam,2,1,1,1,0
16049,5708000,1586,Kelambakkam,3,1,1,1,0
16050,6201000,1723,Kelambakkam,3,1,1,1,0
16051,5502000,1529,Kelambakkam,3,1,1,1,0
16052,4451000,1237,Kelambakkam,2,1,1,1,0
16053,5995000,1666,Kelambakkam,3,1,1,1,0
16054,9662000,1546,Thoraipakkam OMR,3,0,1,0,0
16055,9075000,1452,Thoraipakkam OMR,2,0,1,0,0
16056,9687000,1550,Thoraipakkam OMR,3,0,1,0,0
16057,9500000,1444,Madipakkam,3,1,1,0,0
16058,9500000,1444,Madipakkam,3,1,1,0,0
16059,10100000,1541,Madipakkam,3,1,1,0,0
16060,10100000,1541,Madipakkam,3,1,1,0,0
16061,9200000,1395,Madipakkam,3,1,1,0,0
16062,9200000,1395,Madipakkam,3,1,1,0,0
16063,47500000,2500,Chetpet,3,1,0,0,0
16064,21000000,1500,Chetpet,3,1,0,0,0
16065,29400000,2102,Kilpauk,3,0,0,0,0
16066,22000000,2062,Anna Nagar,3,1,1,1,1
16067,33600000,2458,Chetpet,3,0,0,0,0
16068,22000000,2062,Anna Nagar,3,1,1,1,1
16069,28500000,2042,Kilpauk,3,0,0,0,0
16070,21000000,2062,Anna Nagar,3,1,1,1,1
16071,15500000,1555,Anna Nagar,2,1,1,1,1
16072,6400000,1191,Ayapakkam,3,0,0,0,0
16073,37500000,2500,Raja Annamalai Puram,3,1,1,0,0
16074,65000000,3150,Raja Annamalai Puram,4,0,0,0,0
16075,65000000,3150,Raja Annamalai Puram,4,0,0,0,0
16076,2979000,540,tambaram west,1,0,0,0,0
16077,2950000,525,tambaram west,1,0,0,0,0
16078,28000000,1970,Egmore,3,1,0,0,0
16079,3011000,550,tambaram west,1,0,0,0,0
16080,7500000,975,tambaram west,2,0,0,0,0
16081,45000000,3405,Kilpauk,4,1,0,0,0
16082,54900000,3050,Alwarpet,3,0,0,0,0
16083,55599999,2781,Raja Annamalai Puram,4,1,0,0,0
16084,46900000,2348,Raja Annamalai Puram,3,1,0,0,0
16085,32500000,2316,Alwarpet,3,0,0,0,0
16086,4063000,945,Porur,2,0,0,0,0
16087,3365000,765,Porur,1,0,0,0,0
16088,3289000,765,Porur,1,0,0,0,0
16089,3117000,725,Porur,1,0,0,0,0
16090,59000000,2902,Nungambakkam,3,0,0,0,1
16091,59000000,2902,Nungambakkam,3,0,0,0,1
16092,7200000,1330,Ayapakkam,3,0,0,0,0
16093,6400000,1183,Ayapakkam,3,0,0,0,0
16094,6600000,697,Ayapakkam,3,0,0,0,0
16095,3931000,740,Periyapanicheri,2,0,0,0,0
16096,4730000,900,Periyapanicheri,2,0,0,0,0
16097,5529000,1060,Periyapanicheri,3,0,0,0,0
16098,3732000,700,Periyapanicheri,2,0,0,0,0
16099,4033000,760,Periyapanicheri,2,0,0,0,0
16100,3931000,740,Periyapanicheri,2,0,0,0,0
16101,2535000,500,Kolapakkam,1,0,0,0,0
16102,3264000,600,Kolapakkam,1,0,0,0,0
16103,3347000,640,Kolapakkam,1,0,0,0,0
16104,3972999,720,Kolapakkam,2,0,0,0,0
16105,2982000,590,Kolapakkam,2,0,0,0,0
16106,3869000,700,Kolapakkam,2,0,0,0,0
16107,2535000,500,Kolapakkam,1,0,0,0,0
16108,5862000,1090,Kolapakkam,2,0,0,0,0
16109,2982000,590,Kolapakkam,2,0,0,0,0
16110,3732000,700,Periyapanicheri,2,0,0,0,0
16111,4033000,760,Periyapanicheri,2,0,0,0,0
16112,3931000,740,Periyapanicheri,2,0,0,0,0
16113,3264000,600,Kolapakkam,1,0,0,0,0
16114,7367000,1198,Perungudi,2,0,0,1,1
16115,24200000,1938,Thiruvanmiyur,3,1,1,1,1
16116,6589000,1100,Thoraipakkam OMR,2,1,0,0,0
16117,56100000,2610,Raja Annamalai Puram,3,1,0,0,1
16118,52600000,2450,Raja Annamalai Puram,3,1,0,0,1
16119,75700000,3225,Raja Annamalai Puram,4,1,0,0,1
16120,48400000,2255,Raja Annamalai Puram,3,1,0,0,1
16121,104700000,3810,Raja Annamalai Puram,4,1,0,0,1
16122,51600000,2400,Raja Annamalai Puram,3,1,0,0,1
16123,47300000,2200,Raja Annamalai Puram,3,1,0,0,1
16124,8792000,1307,Karapakkam,3,1,1,1,1
16125,8836000,1314,Karapakkam,3,1,1,1,1
16126,6995999,1027,Karapakkam,2,1,1,1,1
16127,9119000,1358,Karapakkam,3,1,1,1,1
16128,6977000,1024,Karapakkam,2,1,1,1,1
16129,19000000,2686,Karapakkam,4,1,1,1,1
16130,10400000,1561,Karapakkam,3,1,1,1,1
16131,8721000,1296,Karapakkam,3,1,1,1,1
16132,10400000,1566,Karapakkam,3,1,1,1,1
16133,13200000,1829,Karapakkam,3,1,1,1,1
16134,10400000,1564,Karapakkam,3,1,1,1,1
16135,9055000,1348,Karapakkam,3,1,1,1,1
16136,13799999,1944,Karapakkam,3,1,1,1,1
16137,18600000,2630,Karapakkam,4,1,1,1,1
16138,18500000,2616,Karapakkam,4,1,1,1,1
16139,10600000,1599,Karapakkam,3,1,1,1,1
16140,7213000,1173,Perungudi,2,0,0,1,1
16141,9741000,1584,Perungudi,3,0,0,1,1
16142,24600000,1970,Thiruvanmiyur,3,1,1,1,1
16143,23300000,1871,Thiruvanmiyur,3,1,1,1,1
16144,17800000,1431,Thiruvanmiyur,2,1,1,1,1
16145,22799999,1831,Thiruvanmiyur,3,1,1,1,1
16146,25299999,2394,Vadapalani,4,1,0,1,0
16147,16000000,1517,Vadapalani,3,1,0,1,0
16148,16000000,1516,Vadapalani,3,1,0,1,0
16149,17800000,1685,Vadapalani,3,1,0,1,0
16150,20700000,1954,Vadapalani,3,1,0,1,0
16151,20000000,1888,Vadapalani,3,1,0,1,0
16152,17900000,1695,Vadapalani,3,1,0,1,0
16153,15800000,1496,Vadapalani,3,1,0,1,0
16154,20000000,1891,Vadapalani,3,1,0,1,0
16155,15800000,1495,Vadapalani,3,1,0,1,0
16156,15600000,1474,Vadapalani,3,1,0,1,0
16157,17000000,1611,Vadapalani,3,1,0,1,0
16158,17000000,1610,Vadapalani,3,1,0,1,0
16159,20299999,1923,Vadapalani,3,1,0,1,0
16160,20400000,1925,Vadapalani,3,1,0,1,0
16161,24900000,2350,Vadapalani,4,1,0,1,0
16162,3202000,915,West Tambaram,2,0,0,1,1
16163,3202000,915,West Tambaram,2,0,0,1,1
16164,3202000,915,West Tambaram,2,0,0,1,1
16165,8900000,1018,Alandur,2,1,0,0,0
16166,5400000,913,Kovur,2,1,1,1,1
16167,5100000,994,Kelambakkam,2,1,0,0,0
16168,6500000,734,Thoraipakkam OMR,2,1,0,0,1
16169,3202000,915,West Tambaram,2,0,0,1,1
16170,3377000,965,Selaiyur,2,0,0,1,0
16171,3885000,1110,West Tambaram,2,0,0,1,1
16172,4000000,1062,Vandalur,2,0,0,0,0
16173,4000000,1062,Vandalur,2,0,0,0,0
16174,4000000,1062,Vandalur,2,0,0,0,0
16175,4000000,1062,Vandalur,2,0,0,0,0
16176,4000000,1062,Vandalur,2,0,0,0,0
16177,4000000,1062,Vandalur,2,0,0,0,0
16178,4000000,1062,Vandalur,2,0,0,0,0
16179,3322000,852,Pozhichalur,2,0,0,0,1
16180,3065000,786,Pozhichalur,2,0,0,0,1
16181,2808000,720,Pozhichalur,2,0,0,0,1
16182,3276000,840,Pozhichalur,2,0,0,0,1
16183,2909000,746,Pozhichalur,2,0,0,0,1
16184,3049000,782,Pozhichalur,2,0,0,0,1
16185,2858000,733,Pozhichalur,2,0,0,0,1
16186,8216000,1565,Kolathur,2,1,1,1,1
16187,6704000,1277,Kolathur,2,1,1,1,1
16188,9276000,1767,Kolathur,3,1,1,1,1
16189,10100000,1938,Kolathur,3,1,1,1,1
16190,13700000,2627,Kolathur,3,1,1,1,1
16191,16900000,3234,Kolathur,3,1,1,1,1
16192,10600000,2020,Kolathur,3,1,1,1,1
16193,7113000,1355,Kolathur,2,1,1,1,1
16194,8604000,1639,Kolathur,2,1,1,1,1
16195,9759000,1859,Kolathur,3,1,1,1,1
16196,9229000,1758,Kolathur,3,1,1,1,1
16197,12100000,1506,Madipakkam,3,0,1,0,1
16198,11600000,1444,Madipakkam,3,0,1,0,1
16199,10200000,1282,Madipakkam,3,0,1,0,1
16200,9742000,1215,Madipakkam,2,0,1,0,1
16201,11700000,1464,Madipakkam,3,0,1,0,1
16202,7867000,965,Madipakkam,2,0,1,0,1
16203,8767000,1100,Madipakkam,2,0,1,0,1
16204,8589000,1068,Madipakkam,2,0,1,0,1
16205,30000000,1975,Adyar,3,1,0,0,0
16206,30000000,1975,Thiruvanmiyur,3,1,0,0,0
16207,6500000,1024,Maduravoyal,2,1,0,0,0
16208,4000000,592,Vanagaram,1,1,0,0,0
16209,9000000,1076,Pallavaram,2,1,0,1,0
16210,4000000,1062,Peerakankaranai,2,0,0,0,0
16211,4000000,1060,Vandalur,2,0,0,0,0
16212,7500000,1276,Madhavaram,2,1,0,0,0
16213,6396000,984,Kolathur,2,0,1,1,0
16214,6389000,983,Kolathur,2,0,1,1,0
16215,6389000,983,Anna Nagar,2,0,0,0,0
16216,6831000,1051,Anna Nagar,2,0,0,0,0
16217,6461000,994,Kolathur,2,0,1,1,0
16218,6636000,1021,Anna Nagar,2,0,0,0,0
16219,6259000,963,Anna Nagar,2,0,0,0,0
16220,6389000,983,Anna Nagar,2,0,0,0,0
16221,6565000,1010,Anna Nagar,2,0,0,0,0
16222,6948000,1069,Korattur,2,0,0,0,0
16223,6461000,994,Kolathur,2,0,1,1,0
16224,6396000,984,Kolathur,2,0,1,1,0
16225,6636000,1021,Anna Nagar,2,0,0,0,0
16226,6461000,994,Korattur,2,0,0,0,0
16227,6389000,983,Kolathur,2,0,1,1,0
16228,7569000,1321,Korattur,2,1,0,1,0
16229,2725000,639,Avadi,2,1,0,0,0
16230,2725000,645,Avadi,2,1,0,0,0
16231,3500000,750,Sunnambu Kolathur S Kolathur,2,0,0,0,0
16232,6600000,1002,Gowrivakkam,2,1,1,1,0
16233,7600000,984,Thoraipakkam,2,1,0,0,0
16234,5978000,1128,Manikandan Nagar,3,0,0,0,0
16235,5900000,1123,Ullagaram,3,0,0,0,0
16236,4600000,880,Kovilambakkam,2,0,0,0,0
16237,5700000,1080,Kovilambakkam,3,0,0,0,0
16238,5700000,1080,Kovilambakkam,3,0,0,0,0
16239,4200000,809,Kovilambakkam,2,0,0,0,0
16240,5861000,1058,Ullagaram,3,0,0,0,0
16241,6138000,1116,Ullagaram,3,0,0,0,0
16242,6476000,1222,Ullagaram,3,0,0,0,0
16243,3743000,871,Poonamallee,2,0,0,0,0
16244,2850000,750,Mudichur,1,0,0,0,0
16245,3173000,835,Thiruverkadu,2,0,0,0,0
16246,3743000,871,Poonamallee,2,0,0,0,0
16247,4708000,984,Kattupakkam,2,0,0,0,0
16248,3094000,884,Thirumazhisai,2,0,0,0,0
16249,3956000,920,Poonamallee,2,0,0,0,0
16250,2880000,600,Kattupakkam,1,0,0,0,0
16251,3743000,871,Poonamallee,2,0,0,0,0
16252,3956000,920,Poonamallee,2,0,0,0,0
16253,2743000,638,Poonamallee,1,0,0,0,0
16254,3363000,885,Avadi,2,0,0,0,0
16255,2471000,706,Thirumazhisai,2,0,0,0,0
16256,2850000,750,Mudichur,1,0,0,0,0
16257,3173000,835,Thiruverkadu,2,0,0,0,0
16258,3195000,841,Avadi,2,0,0,0,0
16259,3956000,920,Poonamallee,2,0,0,0,0
16260,4988000,1160,Poonamallee,2,0,0,0,0
16261,2089999,550,Mudichur,1,0,0,0,0
16262,3250000,805,Ullagaram,2,0,0,0,0
16263,3300000,809,Ullagaram,2,0,0,0,0
16264,8214000,1439,Korattur,3,1,0,1,0
16265,3893000,614,Korattur,2,1,0,1,0
16266,10700000,1909,Korattur,4,1,0,1,0
16267,6434000,1092,Manapakkam,3,0,0,0,0
16268,4623000,797,Manapakkam,2,0,0,0,0
16269,4513000,778,Manapakkam,2,0,0,0,0
16270,4733000,816,Manapakkam,2,0,0,0,0
16271,4733000,816,Manapakkam,2,0,0,0,0
16272,4733000,816,Manapakkam,2,0,0,0,0
16273,4513000,778,Manapakkam,2,0,0,0,0
16274,3422999,835,Kattankulathur,2,0,0,0,0
16275,3461000,845,Kattankulathur,2,0,0,0,0
16276,5063000,1220,Kattankulathur,3,0,0,0,0
16277,3461000,845,Kattankulathur,2,0,0,0,0
16278,6500000,1159,Vanagaram,2,1,0,0,0
16279,6500000,1159,Mogappair,2,1,0,0,0
16280,6500000,1131,Ayanambakkam,2,1,1,0,0
16281,4011999,1056,Kundrathur,3,0,0,0,0
16282,5647000,1255,Kolapakkam,3,0,0,0,0
16283,4545000,1010,Porur,2,0,0,0,0
16284,3879000,862,Kolapakkam,2,0,0,0,0
16285,3879000,862,Kolapakkam,2,0,0,0,0
16286,2416000,636,Kundrathur,2,0,0,0,0
16287,2250000,411,Medavakkam,1,1,1,0,0
16288,2584000,472,Medavakkam,1,1,1,0,0
16289,3934000,622,Korattur,2,1,0,1,0
16290,9643000,1691,Korattur,3,1,0,1,0
16291,6618000,1138,Korattur,2,1,0,1,0
16292,9861000,1569,Karapakkam,3,1,1,0,1
16293,7530000,1208,Karapakkam,2,1,1,0,1
16294,8161000,1316,Karapakkam,2,1,1,0,1
16295,10000000,1647,Karapakkam,3,1,1,0,1
16296,7652000,1229,Karapakkam,2,1,1,0,1
16297,9925000,1618,Karapakkam,3,1,1,0,1
16298,7641000,1227,Karapakkam,2,1,1,0,1
16299,7997000,1288,Karapakkam,2,1,1,0,1
16300,8079000,1302,Karapakkam,2,1,1,0,1
16301,7483000,1200,Karapakkam,2,1,1,0,1
16302,7664000,1231,Karapakkam,2,1,1,0,1
16303,7658000,1230,Karapakkam,2,1,1,0,1
16304,8079000,1302,Karapakkam,2,1,1,0,1
16305,4000000,738,Medavakkam,2,1,1,0,0
16306,2890000,528,Medavakkam,1,1,1,0,0
16307,2075000,379,Medavakkam,1,1,1,0,0
16308,7700000,1414,Medavakkam,3,1,1,0,0
16309,5256000,960,Medavakkam,2,1,1,0,0
16310,4790000,875,Medavakkam,2,1,1,0,0
16311,7800000,1428,Medavakkam,3,1,1,0,0
16312,4188000,765,Medavakkam,2,1,1,0,0
16313,4000000,748,Medavakkam,2,1,1,0,0
16314,12500000,1500,Thoraipakkam OMR,3,1,1,1,1
16315,9086000,1298,Velachery,3,0,0,0,0
16316,8043000,1149,Velachery,3,0,0,0,0
16317,8043000,1149,Velachery,3,0,0,0,0
16318,7476000,1068,Velachery,2,0,0,0,0
16319,7476000,1068,Velachery,2,0,0,0,0
16320,6593000,899,Velachery,2,0,0,0,0
16321,4519000,1078,Sithalapakkam,3,0,0,0,0
16322,3810000,905,Sithalapakkam,2,0,0,0,0
16323,3615999,882,Sithalapakkam,2,0,0,0,0
16324,3277000,775,Sithalapakkam,2,0,0,0,0
16325,5244000,1201,Medavakkam,3,0,0,0,0
16326,4563000,1039,Medavakkam,2,0,0,0,0
16327,4278000,971,Medavakkam,2,0,0,0,0
16328,3875000,899,Medavakkam,2,0,0,0,0
16329,3479999,781,Vengaivasal,2,0,0,0,0
16330,15400000,1100,Thiruvanmiyur,3,0,0,0,0
16331,7342000,1266,Kilkattalai,3,0,0,0,0
16332,5800000,1000,Kilkattalai,2,0,0,0,0
16333,5689000,981,Kilkattalai,2,0,0,0,0
16334,5870000,1223,Nanmangalam,3,0,0,0,0
16335,5140000,1071,Nanmangalam,3,0,0,0,0
16336,4784000,955,Nanmangalam,2,0,0,0,0
16337,4520000,900,Nanmangalam,2,0,0,0,0
16338,4084000,851,Nanmangalam,2,0,0,0,0
16339,2273000,530,Nanmangalam,1,0,0,0,0
16340,9086000,1298,Velachery,3,0,0,0,0
16341,8043000,1149,Velachery,3,0,0,0,0
16342,8043000,1149,Velachery,3,0,0,0,0
16343,7476000,1068,Velachery,2,0,0,0,0
16344,7476000,1068,Velachery,2,0,0,0,0
16345,6593000,899,Velachery,2,0,0,0,0
16346,4519000,1078,Sithalapakkam,3,0,0,0,0
16347,3810000,905,Sithalapakkam,2,0,0,0,0
16348,3615999,882,Sithalapakkam,2,0,0,0,0
16349,3277000,775,Sithalapakkam,2,0,0,0,0
16350,5244000,1201,Medavakkam,3,0,0,0,0
16351,4563000,1039,Medavakkam,2,0,0,0,0
16352,4278000,971,Medavakkam,2,0,0,0,0
16353,3875000,899,Medavakkam,2,0,0,0,0
16354,3479999,781,Vengaivasal,2,0,0,0,0
16355,7450000,1300,Medavakkam,3,0,0,0,0
16356,7130000,1260,Medavakkam,3,0,0,0,0
16357,6088000,1107,Medavakkam,3,0,0,0,0
16358,5200000,1200,Selaiyur,3,0,0,0,0
16359,4000000,954,Selaiyur,2,0,0,0,0
16360,4500000,954,Madambakkam,2,0,0,0,0
16361,5000000,954,Selaiyur,2,0,0,0,0
16362,6336000,1320,Annanagar,3,0,0,0,0
16363,6336000,1320,Chengalpattu,3,0,0,0,0
16364,5380000,1135,Medavakkam,3,0,0,0,0
16365,2428000,495,Medavakkam,1,0,0,0,0
16366,4628000,960,Medavakkam,2,0,0,0,0
16367,4069000,830,Medavakkam,2,0,0,0,0
16368,3789000,765,Medavakkam,2,0,0,0,0
16369,5090000,1020,Pallikaranai,2,0,0,0,0
16370,4955000,990,Pallikaranai,2,0,0,0,0
16371,6395000,1310,Pallikaranai,3,0,0,0,0
16372,6530000,1340,Pallikaranai,3,0,0,0,0
16373,5150000,952,Sunnambu Kolathur S Kolathur,2,0,0,0,0
16374,6804000,1270,Sunnambu Kolathur S Kolathur,3,0,0,0,0
16375,7116000,1330,Sunnambu Kolathur S Kolathur,3,0,0,0,0
16376,6700000,1250,Sunnambu Kolathur S Kolathur,3,0,0,0,0
16377,6010000,1020,Madipakkam,2,0,0,0,0
16378,5525000,950,Madipakkam,2,0,0,0,0
16379,5340000,880,Madipakkam,2,0,0,0,0
16380,5348000,990,Sunnambu Kolathur S Kolathur,2,0,0,0,0
16381,5348000,990,Sunnambu Kolathur S Kolathur,2,0,0,0,0
16382,4984000,920,Sunnambu Kolathur S Kolathur,2,0,0,0,0
16383,5244000,970,Sunnambu Kolathur S Kolathur,2,0,0,0,0
16384,4836000,945,Medavakkam,2,0,0,0,0
16385,5126000,1068,Medavakkam,2,0,0,0,0
16386,9198000,1260,Velachery,3,0,0,0,0
16387,4172000,843,tambaram west,2,0,0,0,0
16388,4613000,932,tambaram west,2,0,0,0,0
16389,4950000,1000,tambaram west,2,0,0,0,0
16390,6010000,1020,Madipakkam,2,0,0,0,0
16391,5525000,950,Madipakkam,2,0,0,0,0
16392,5340000,880,Madipakkam,2,0,0,0,0
16393,9198000,1260,Velachery,3,0,0,0,0
16394,4172000,843,tambaram west,2,0,0,0,0
16395,4613000,932,tambaram west,2,0,0,0,0
16396,4950000,1000,tambaram west,2,0,0,0,0
16397,5445000,1100,tambaram west,3,0,0,0,0
16398,4174000,859,Selaiyur,2,0,0,0,0
16399,4689000,965,Selaiyur,2,0,0,0,0
16400,6076000,1266,Rajakilpakkam,3,0,0,0,0
16401,5130000,950,Kilkattalai,2,0,0,0,0
16402,4860000,900,Kilkattalai,2,0,0,0,0
16403,4257000,860,Pallikaranai,2,0,0,0,0
16404,4356000,880,Pallikaranai,2,0,0,0,0
16405,4488000,1020,Kovilambakkam,2,0,0,0,0
16406,5544000,1260,Kovilambakkam,3,0,0,0,0
16407,5022000,930,Kilkattalai,2,0,0,0,0
16408,4070000,925,Kovilambakkam,2,0,0,0,0
16409,3828000,870,Kovilambakkam,2,0,0,0,0
16410,3953000,869,Selaiyur,2,0,0,0,0
16411,4718000,983,Sembakkam,2,0,0,0,0
16412,5116000,1066,Rajakilpakkam,2,0,0,0,0
16413,4140000,900,Madambakkam,2,0,0,0,0
16414,4176000,870,Sembakkam,2,0,0,0,0
16415,4290000,975,Kovilambakkam,2,0,0,0,0
16416,3889000,884,Kovilambakkam,2,0,0,0,0
16417,7130000,1150,Pallikaranai,3,0,0,0,0
16418,4800000,975,Selaiyur,2,0,0,0,0
16419,4800000,975,Selaiyur,2,0,0,0,0
16420,4400000,879,Selaiyur,2,0,0,0,0
16421,3367000,732,Medavakkam,2,0,0,0,0
16422,4300000,884,Madipakkam,2,0,0,1,1
16423,3220000,700,Medavakkam,2,0,0,0,0
16424,5921000,1048,Chromepet,3,0,0,0,0
16425,5460000,1200,Sembakkam,3,0,0,0,0
16426,4299000,945,Chromepet,2,0,0,0,0
16427,5460000,1200,Chromepet,3,0,0,0,0
16428,4472000,983,Sembakkam,2,0,0,0,0
16429,4850000,1066,Sembakkam,3,0,0,0,0
16430,5181000,942,Chromepet,2,0,0,0,0
16431,4372000,795,Chromepet,2,0,0,0,0
16432,4086999,865,Sembakkam,2,0,0,0,0
16433,6033000,1277,Madambakkam,3,0,0,0,0
16434,5036000,1066,Madambakkam,2,0,0,0,0
16435,4928000,896,Chromepet,2,0,0,0,0
16436,3800000,800,Selaiyur,2,0,0,0,0
16437,4678000,985,Selaiyur,2,0,0,0,0
16438,6963000,1266,Chromepet,3,0,0,0,0
16439,5197000,1100,Sembakkam,3,0,0,0,0
16440,6050000,1100,Chitlapakkam,3,0,0,0,0
16441,4108000,865,Selaiyur,2,0,0,0,0
16442,6175000,1300,Selaiyur,3,0,0,0,0
16443,5197000,1100,Madambakkam,3,0,0,0,0
16444,3779999,800,Rajakilpakkam,2,0,0,0,0
16445,4086999,865,Madambakkam,2,0,0,0,0
16446,6033000,1277,Rajakilpakkam,3,0,0,0,0
16447,4108000,865,Selaiyur,2,0,0,0,0
16448,3800000,800,Selaiyur,2,0,0,0,0
16449,3719000,783,Selaiyur,2,0,0,0,0
